n,family,sample_index,q_score,p_value,compatible_at_alpha,hellinger_squared,ordering_fraction,target_ordering_fraction,ordering_fraction_mismatch,perturbation_fraction,profile_m0,profile_m1,profile_m2,profile_m3,profile_m4,profile_m5
96,cover_deletion,21,43.03932023455867,0.32270916334661354,True,0.004758137435239895,0.48596491228070177,,0.0,0.0,0.148014440433213,0.09386281588447654,0.078971119133574,0.06092057761732852,0.057310469314079425,0.04557761732851986
96,cover_deletion,22,28.789650810618994,0.8366533864541833,True,0.00509270510147819,0.5223684210526316,,0.0,0.0,0.13937867338371115,0.08438287153652393,0.07472712006717044,0.058354324097397145,0.05961376994122586,0.04617968094038623
96,cover_deletion,23,32.46445580977604,0.6693227091633466,True,0.005720832072767967,0.48903508771929827,,0.0,0.0,0.14080717488789238,0.10134529147982063,0.0726457399103139,0.05650224215246637,0.050672645739910316,0.05246636771300448
96,cover_deletion,24,49.387228279788594,0.14741035856573706,True,0.005893041925336906,0.5164473684210527,,0.0,0.0,0.12823779193205945,0.09341825902335456,0.07346072186836518,0.05605095541401274,0.048407643312101914,0.05307855626326964
96,cover_deletion,25,25.433005302347503,0.9043824701195219,True,0.005259517215515985,0.4743421052631579,,0.0,0.0,0.14008321775312066,0.09015256588072122,0.08414239482200647,0.06056403143781785,0.050855293573740176,0.050392972723069814
96,cover_deletion,26,30.497600650752233,0.7569721115537849,True,0.007598518178190794,0.4791666666666667,,0.0,0.0,0.13821510297482836,0.09290617848970252,0.07734553775743708,0.06590389016018307,0.06178489702517163,0.05080091533180778
96,cover_deletion,27,44.11579127970839,0.2948207171314741,True,0.0067699059894754665,0.4732456140350877,,0.0,0.0,0.15801668211306766,0.10240963855421686,0.06487488415199258,0.0639481000926784,0.05885078776645042,0.04077849860982391
96,cover_deletion,28,40.8326948372201,0.38247011952191234,True,0.0073296099390246505,0.5074561403508772,,0.0,0.0,0.11840968020743302,0.09939498703543648,0.07130509939498704,0.06309420916162489,0.06439066551426102,0.047968885047536734
96,cover_deletion,29,42.379130916288965,0.32669322709163345,True,0.006817206156020439,0.4675438596491228,,0.0,0.0,0.16088180112570358,0.11210131332082551,0.07739212007504691,0.07176360225140713,0.04924953095684803,0.04409005628517824
96,cover_deletion,30,33.303720713442075,0.6454183266932271,True,0.004385561722508147,0.45745614035087717,,0.0,0.0,0.12751677852348994,0.09827420901246404,0.08485139022051774,0.07190795781399809,0.05800575263662512,0.0488974113135187
96,cover_deletion,31,33.736861253838924,0.6294820717131474,True,0.005715753439185289,0.531578947368421,,0.0,0.0,0.13407590759075907,0.07714521452145215,0.06683168316831684,0.06105610561056106,0.054042904290429045,0.05156765676567657
96,cover_deletion,32,51.18762426734004,0.12350597609561753,True,0.007700251975832906,0.5609649122807018,,0.0,0.0,0.12783424550430023,0.08991399530883502,0.06724003127443315,0.056684910086004694,0.04143862392494136,0.037138389366692726
96,cover_deletion,33,34.92667098492095,0.601593625498008,True,0.004879330457288722,0.5078947368421053,,0.0,0.0,0.133419689119171,0.09369602763385147,0.07772020725388601,0.06606217616580311,0.054404145077720206,0.04620034542314335
