n,sample_index,transform,relation_identical,relation_hash_identical,u_rank_identical,v_rank_identical,same_cardinality,coordinate_js_divergence_bits,base_max_marginal_ks_from_uniform,transformed_max_marginal_ks_from_uniform,mean_marginal_wasserstein_shift
512,3,beta_edge_concentrated,True,True,True,True,True,0.2691181191180842,0.04573833439638075,0.13874235147013353,0.07015726098352237
512,4,power_anisotropic,True,True,True,True,True,0.35833732502561555,0.0512403412919793,0.4482482727331014,0.23585722483760763
512,4,beta_skew_opposed,True,True,True,True,True,0.32731301111019595,0.0512403412919793,0.3915144638754082,0.22468810390926708
512,4,beta_edge_concentrated,True,True,True,True,True,0.2703122317260228,0.0512403412919793,0.13676720023457445,0.06880642810037703
512,5,power_anisotropic,True,True,True,True,True,0.3360175592817369,0.030248479251233085,0.4767615300666042,0.23018450218586117
512,5,beta_skew_opposed,True,True,True,True,True,0.3269428981645545,0.030248479251233085,0.3963262756603426,0.21452153211846076
512,5,beta_edge_concentrated,True,True,True,True,True,0.2665390235281634,0.030248479251233085,0.12777719423764233,0.06864404441091233
512,6,power_anisotropic,True,True,True,True,True,0.3551239693278699,0.04718807413888926,0.5000120382967761,0.23829822039591442
512,6,beta_skew_opposed,True,True,True,True,True,0.3267632844673617,0.04718807413888926,0.4256735429456485,0.21907186084518293
512,6,beta_edge_concentrated,True,True,True,True,True,0.246075923278184,0.04718807413888926,0.142693365874346,0.0684884901759843
512,7,power_anisotropic,True,True,True,True,True,0.361181061871962,0.040786660644645534,0.4875860105237735,0.2303425760120988
512,7,beta_skew_opposed,True,True,True,True,True,0.3177686559711053,0.040786660644645534,0.4045643421974247,0.21180774163610672
512,7,beta_edge_concentrated,True,True,True,True,True,0.27932960121958683,0.040786660644645534,0.1374103069197301,0.06988220040418006
512,8,power_anisotropic,True,True,True,True,True,0.32777395672078147,0.052508470350830616,0.4793323048529433,0.23147617775098575
512,8,beta_skew_opposed,True,True,True,True,True,0.33956462063839443,0.052508470350830616,0.3979781927326777,0.217396033457613
512,8,beta_edge_concentrated,True,True,True,True,True,0.2637110303013741,0.052508470350830616,0.15760988186898012,0.06644619502460467
512,9,power_anisotropic,True,True,True,True,True,0.35935435371946356,0.0618010062101324,0.48555241649598124,0.22864158026875897
512,9,beta_skew_opposed,True,True,True,True,True,0.3040087488608106,0.0618010062101324,0.4058428174863872,0.2080700736651777
512,9,beta_edge_concentrated,True,True,True,True,True,0.2594032004958162,0.0618010062101324,0.1666123138100839,0.06911039754475223
512,10,power_anisotropic,True,True,True,True,True,0.34616899623316794,0.03151055459894003,0.4866523837493154,0.23271570516955242
512,10,beta_skew_opposed,True,True,True,True,True,0.3346794727949143,0.03151055459894003,0.4055280897879082,0.21622865360141524
512,10,beta_edge_concentrated,True,True,True,True,True,0.2820353274678236,0.03151055459894003,0.12166245680828436,0.06670068357092414
512,11,power_anisotropic,True,True,True,True,True,0.3523704262029298,0.046586239182028866,0.49341888662043215,0.23347999632148164
512,11,beta_skew_opposed,True,True,True,True,True,0.33133888528427025,0.046586239182028866,0.3917013720857423,0.2191588110527578
512,11,beta_edge_concentrated,True,True,True,True,True,0.2611611780217263,0.046586239182028866,0.12993915992080107,0.0669877378538489
512,12,power_anisotropic,True,True,True,True,True,0.3688984280115228,0.04096399733173095,0.4576111023110583,0.23530335215660425
512,12,beta_skew_opposed,True,True,True,True,True,0.34556176334663197,0.04096399733173095,0.40975145806442514,0.21873062304454882
512,12,beta_edge_concentrated,True,True,True,True,True,0.27355704038149237,0.04096399733173095,0.13143665434872376,0.06928285729053846
512,13,power_anisotropic,True,True,True,True,True,0.348699804359776,0.044769335862392734,0.46000926227597694,0.23752487037262632
512,13,beta_skew_opposed,True,True,True,True,True,0.34144030017158794,0.044769335862392734,0.4098915690313655,0.22290974734080649
