sample_index,score,absolute_log_odds_change,violated_extension_stability
123,min_shift,3.3306690738754696e-16,False
123,row_zscore,0.4381581910023182,True
123,row_mad,0.6159479084124073,True
123,row_rank,0.15151515151515174,True
123,global_zscore,0.2701057582802096,True
124,raw,2.220446049250313e-16,False
124,min_shift,2.220446049250313e-16,False
124,row_zscore,0.4846808309375963,True
124,row_mad,0.28034933497531367,True
124,row_rank,0.06666666666666643,True
124,global_zscore,0.239445687388395,True
125,raw,0.0,False
125,min_shift,0.0,False
125,row_zscore,1.0566278880769522,True
125,row_mad,4.4829346924723525,True
125,row_rank,0.2142857142857143,True
125,global_zscore,0.08797955766738025,True
126,raw,1.6653345369377348e-16,False
126,min_shift,1.6653345369377348e-16,False
126,row_zscore,0.1759270384052824,True
126,row_mad,0.16953219600746672,True
126,row_rank,0.014285714285714624,True
126,global_zscore,0.01681522019684173,True
127,raw,2.220446049250313e-16,False
127,min_shift,2.220446049250313e-16,False
127,row_zscore,0.8466499992731541,True
127,row_mad,1.6699004197264888,True
127,row_rank,0.380952380952381,True
127,global_zscore,0.5951704105941307,True
128,raw,2.220446049250313e-16,False
128,min_shift,2.220446049250313e-16,False
128,row_zscore,1.1682166752232062,True
128,row_mad,2.1437245251505,True
128,row_rank,0.29166666666666674,True
128,global_zscore,0.1641883058047784,True
129,raw,1.1102230246251565e-16,False
129,min_shift,1.1102230246251565e-16,False
129,row_zscore,0.04502847111901076,True
129,row_mad,0.12003023393380752,True
129,row_rank,0.057142857142856884,True
129,global_zscore,0.007299826438883383,True
130,raw,1.3877787807814457e-16,False
130,min_shift,1.3877787807814457e-16,False
130,row_zscore,0.054512054832316414,True
